Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Season
RSL,Sandoval,Devon,F,"$35,125","$35,125.00",2013
CLB,Sloan,Shawn,M,"$35,125","$35,125.00",2013
NE,Smith,Donnie,M,"$35,125","$35,125.00",2013
NE,Soffner,Luis,GK,"$35,125","$35,125.00",2013
CHV,Soto,Josue,M,"$35,125","$35,125.00",2013
POOL,Stuver,Brad,GK,"$35,125","$35,125.00",2013
VAN,Thomas,Simon,GK,"$35,125","$35,125.00",2013
MTL,Tissot,Maxim,D,"$35,125","$35,125.00",2013
POR,Tucker-Gangnes,Dylan,D,"$35,125","$35,125.00",2013
CLB,Withrow,Daniel,GK,"$35,125","$35,125.00",2013
DAL,Zobeck,Kyle,GK,"$35,125","$35,125.00",2013
POR,Powell,Alvas,D,"$35,400","$35,400.00",2013
KC,Palmer-Brown,Erik,D,"$35,125","$35,625.00",2013
DAL,Baladez,Bradlee,F,"$35,125","$36,125.00",2013
RSL,Lopez,Benjamin,F,"$35,125","$37,730.43",2013
DC,Seaton,Michael,F,"$35,125","$38,125.00",2013
RSL,Maund,Aaron,D,"$35,125","$43,458.33",2013
VAN,Abdallah,Aminu,M,"$46,500","$46,500.00",2013
RSL,Alvarez,Yordany,M,"$46,500","$46,500.00",2013
CHI,Amarikwa,Quincy,F,"$46,500","$46,500.00",2013
CLB,Anor,Bernardo,M,"$46,500","$46,500.00",2013
RSL,Attinella,Jeff,GK,"$46,500","$46,500.00",2013
CHI,Barouch,Orr,F,"$46,500","$46,500.00",2013
CLB,Barson,Chad,D,"$46,500","$46,500.00",2013
TOR,Bendik,Joe,GK,"$46,500","$46,500.00",2013
KC,Bessone,Federico,D,"$46,500","$46,500.00",2013
TOR,Bloom,Mark,D,"$46,500","$46,500.00",2013
CHV,Borja,Carlos,D,"$46,500","$46,500.00",2013
MTL,Bush,Evan,GK,"$46,500","$46,500.00",2013
NYRB,Bustamante,Michael,M-D,"$46,500","$46,500.00",2013
HOU,Carrasco,Servando,M,"$46,500","$46,500.00",2013
SEA,Caskey,Alex,M,"$46,500","$46,500.00",2013
COL,Castrillon,Jaime,M,"$46,500","$46,500.00",2013
NYRB,Christianson,Ian,M,"$46,500","$46,500.00",2013
VAN,Clarke,Caleb,F,"$46,500","$46,500.00",2013
LA,Courtois,Laurent,M,"$46,500","$46,500.00",2013
HOU,Creavalle,Warren,D,"$46,500","$46,500.00",2013
DC,Doyle,Conor,F,"$46,500","$46,500.00",2013
DC,Dykstra,Andrew,GK,"$46,500","$46,500.00",2013
PHI,Ekra,Yann,F,"$46,500","$46,500.00",2013
POR,Evans,Steven,M,"$46,500","$46,500.00",2013
CHV,Fondy,Matthew,F,"$46,500","$46,500.00",2013
SEA,Ford,Josh,GK,"$46,500","$46,500.00",2013
CHI,Francis,Shaun,D,"$46,500","$46,500.00",2013
PHI,Gaddis,Raymon,D,"$46,500","$46,500.00",2013
LA,Garcia,Rafael,M,"$46,500","$46,500.00",2013
LA,Gaul,Bryan,F,"$46,500","$46,500.00",2013
CLB,Gehrig,Eric,M,"$46,500","$46,500.00",2013
CLB,George,Kevan,M,"$46,500","$46,500.00",2013
RSL,Grossman,Cole,M,"$46,500","$46,500.00",2013
COL,Hill,Kamani,M,"$46,500","$46,500.00",2013
CHV,Iraheta,Marvin,M,"$46,500","$46,500.00",2013
LA,Jimenez,Hector,M,"$46,500","$46,500.00",2013
PHI,Jordan,Greg,M,"$46,500","$46,500.00",2013
KC,Joseph,Peterson,M,"$46,500","$46,500.00",2013
PHI,Kassel,Matt,M,"$46,500","$46,500.00",2013
DAL,Keel,Stephen,D,"$46,500","$46,500.00",2013
CHI,Kinney,Steven,D,"$46,500","$46,500.00",2013
VAN,Klazura,Greg,D,"$46,500","$46,500.00",2013
COL,Klute,Chris,D,"$46,500","$46,500.00",2013
TOR,Konopka,Chris,GK,"$46,500","$46,500.00",2013
CLB,Lampson,Matt,GK,"$46,500","$46,500.00",2013
HOU,Marscheider,Erich,GK,"$46,500","$46,500.00",2013
POR,McKenzie,Rauwshan,D,"$46,500","$46,500.00",2013
CHV,McLain,Patrick,GK,"$46,500","$46,500.00",2013
COL,Mera,German,D,"$46,500","$46,500.00",2013
VAN,Mitchell,Carlyle,D,"$46,500","$46,500.00",2013
POR,Nanchoff,Michael,M,"$46,500","$46,500.00",2013
SJ,Newton,Evan,GK,"$46,500","$46,500.00",2013
PHI,Nikolov,Oka,GK,"$46,500","$46,500.00",2013
KC,Olum,Lawrence,M/D,"$46,500","$46,500.00",2013
TOR,Osorio,Jonathan,M,"$46,500","$46,500.00",2013
MTL,Ouimette,Karl,D,"$46,500","$46,500.00",2013
HOU,Ownby,Brian,M,"$46,500","$46,500.00",2013
POR,Rincon,Sebastian,F,"$46,500","$46,500.00",2013
POR,Ring,Brad,M,"$46,500","$46,500.00",2013
TOR,Roberts,Quillan,GK,"$46,500","$46,500.00",2013
SEA,Rose,Andy,M,"$46,500","$46,500.00",2013
LA,Rowe,Brian,GK,"$46,500","$46,500.00",2013
KC,Saad,Soony,F,"$46,500","$46,500.00",2013
CLB,Schoenfeld,Aaron,F,"$46,500","$46,500.00",2013
COL,Smith,Jamie,M,"$46,500","$46,500.00",2013
DC,Syamsir,Alam,M,"$46,500","$46,500.00",2013
DAL,Top,Jonathan,F,"$46,500","$46,500.00",2013
CHI,Tornaghi,Paolo,GK,"$46,500","$46,500.00",2013
SJ,Tracy,Marcus,F,"$46,500","$46,500.00",2013
RSL,Velasquez,Sebastian,M,"$46,500","$46,500.00",2013
LA,Walker,Kenney,M,"$46,500","$46,500.00",2013
CLB,Warzycha,Konrad,M,"$46,500","$46,500.00",2013
TOR,Welshman,Emery,F,"$46,500","$46,500.00",2013
PHI,Wheeler,Aaron,F,"$46,500","$46,500.00",2013
DC,Willis,Joe,GK,"$46,500","$46,500.00",2013
DAL,Woodberry,London,D,"$46,500","$46,500.00",2013
CHI,Videira,Michael,M,"$46,500","$47,125.00",2013
KC,Ellis,Kevin,D,"$46,500","$47,250.00",2013
HOU,Salazar,Bryan,F,"$46,500","$47,500.00",2013
SJ,Cato,Cordell,F,"$48,000","$48,000.00",2013
MTL,Romero,Andres,F,"$48,000","$48,000.00",2013
DAL,Hernandez,Moises,D,"$46,500","$48,125.00",2013
LA,Sorto,Oscar,D,"$46,500","$48,375.00",2013
LA,Villarreal,Joseph,M,"$46,500","$48,375.00",2013
SEA,Estrada,David,F,"$48,400","$48,400.00",2013
PHI,Hoppenot,Antoine,F,"$48,400","$48,400.00",2013
SEA,Neagle,Lamar,M,"$48,400","$48,400.00",2013
,Muniz,Nico M,,"$46,500","$48,500.00",2013
NE,Guy,Ryan,F,"$48,510","$48,510.00",2013
CHI,Bone,Corben,M,"$46,500","$49,000.00",2013
DAL,Ulloa,Victor,M,"$46,500","$49,000.00",2013
DC,Martin,Collin,M,"$35,125","$49,291.67",2013
SJ,Baca,Rafael,M,"$49,500","$49,500.00",2013
POR,Kocic,Milos,GK,"$49,612","$49,612.00",2013
SJ,Beitashour,Steven,D,"$49,613","$49,612.50",2013
DC,Korb,Chris,D,"$49,613","$49,613.00",2013
NE,Woodbine,O'Brian,D,"$46,500","$49,882.13",2013
COL,Calderon,Diego,D,"$50,000","$50,000.00",2013
SEA,Scott,Zach,D,"$50,000","$50,000.00",2013
CHV,Farfan,Gabriel,M,"$50,820","$50,820.00",2013
VAN,Adekugbe,Samuel,D,"$46,500","$51,500.00",2013
CHI,Atouba,Yazid,F,"$46,500","$51,500.00",2013
VAN,Heinemann,Tommy,F,"$51,975","$51,975.00",2013
CLB,Williams,Josh,D,"$52,313","$52,313.00",2013
CHV,Delgado,Marco,M,"$50,000","$52,500.00",2013
TOR,Agbossoumonde,Gale,D,"$46,500","$53,166.67",2013
RSL,Watson-Siriboe,Kwame,D,"$53,240","$53,240.00",2013
CHI,Pineda,Victor,M,"$46,500","$53,242.42",2013
SEA,Yedlin,DeAndre,D,"$50,000","$53,500.00",2013
NE,Caldwell,Scott,M,"$46,500","$54,000.00",2013
NYRB,Hartman,Kevin,GK,"$46,500","$54,000.00",2013
HOU,Dixon,Alex,M,"$49,613","$54,612.50",2013
DC,Porter,Kyle,M,"$46,500","$54,992.45",2013
CHV,Calvert,Caleb,F,"$48,000","$55,500.00",2013
COL,Armstrong,David,M,"$46,500","$55,964.29",2013
RSL,Mansally,Kenny,F,"$50,000","$57,000.00",2013
HOU,Chabala,Michael,M,"$55,008","$57,508.00",2013
MTL,Ubiparipovic,Sinisa,M,"$57,750","$57,750.00",2013
SJ,Fucito,Michael,MF,"$55,000","$57,889.79",2013
LA,Perk,Brian,GK,"$55,000","$58,125.00",2013
NYRB,Lade,Connor,D,"$55,000","$59,213.21",2013
NE,Davies,Charlie,F,"$48,000","$59,250.00",2013
COL,Serna,Dillon,M,"$46,500","$59,500.00",2013
,Araujo Jr.,Paulo,F,"$60,000","$60,000.00",2013
SJ,Corrales,Ramiro,M,"$60,000","$60,000.00",2013
CHV,Correa,Jose Erick,F,"$60,000","$60,000.00",2013
CHV,Frias,Jaime,D,"$60,000","$60,000.00",2013
KC,Gardner,Joshua,M,"$60,000","$60,000.00",2013
SEA,Hahnemann,Marcus,GK,"$60,000","$60,000.00",2013
RSL,Plata,Joao,F,"$60,000","$60,000.00",2013
DC,Jeffrey,Jared,M,"$54,000","$60,200.00",2013
VAN,Hertzog,Corey,F,"$50,004","$60,670.67",2013
TOR,Dike,Bright,F,"$57,750","$60,687.50",2013
TOR,Thomas,Michael,M,"$57,750","$60,713.21",2013
COL,O'Neill,Shane,M,"$49,350","$60,850.00",2013
LA,Meyer,Tommy,D,"$47,300","$61,050.00",2013
SJ,Attakora,Nana,D,"$61,665","$61,665.00",2013
CLB,Speas,Ben,F,"$62,000","$62,000.00",2013
DAL,Warshaw,Bobby,D,"$50,820","$62,070.00",2013
TOR,Henry,Doneil,D,"$50,000","$62,083.33",2013
CLB,Finlay,Ethan,F,"$47,300","$62,300.00",2013
MTL,Mallace,Calum,M,"$47,300","$62,300.00",2013
POR,Gleeson,Jake,GK,"$60,000","$63,263.75",2013
DAL,Sanchez,Richard,GK,"$46,500","$63,500.00",2013
DAL,Garcia,Danny,M,"$48,000","$64,000.00",2013
PHI,Hernandez,Cristhian,M,"$62,500","$64,375.00",2013
DAL,Hedges,Matt,D,"$49,500","$64,500.00",2013
CHV,Melia,Tim,GK,"$60,000","$65,000.00",2013
POR,Miller,Ryan,D,"$60,000","$65,000.00",2013
POR,Valencia,Jose Adolfo,F,"$50,000","$65,000.00",2013
TOR,Wiedeman,Andrew,F,"$55,000","$65,000.00",2013
VAN,Teibert,Russell,M,"$60,000","$65,600.00",2013
DAL,Castillo,Fabian,F,"$60,000","$66,250.00",2013
NYRB,Meara,Ryan,GK,"$65,000","$66,250.00",2013
NYRB,Miazga,Matt,D,"$60,000","$66,250.00",2013
COL,Wallace,Anthony,D-M,"$66,564","$66,563.70",2013
KC,Kempin,Jonathan,GK,"$60,000","$67,083.33",2013
NYRB,Akpan,Andre,F,"$67,595","$67,595.00",2013
SJ,Harden,Ty,D,"$65,000","$68,415.21",2013
VAN,Knighton,Brad,GK,"$66,000","$68,600.00",2013
POR,Kah,Pa Modou,D,"$64,000","$68,999.96",2013
PHI,McLaughlin,James,M,"$60,000","$69,000.00",2013
POR,Horst,David,D,"$70,000","$70,000.00",2013
TOR,Lambe,Reggie,M,"$67,500","$70,000.00",2013
COL,Ceus,Steward,GK,"$60,000","$70,333.33",2013
DAL,Acosta,Kellyn,M,"$46,500","$70,500.00",2013
NYRB,Alexander,Eric,M,"$70,868","$70,867.50",2013
CHV,Villafana,Jorge,F,"$69,300","$70,966.67",2013
VAN,Leveron,Johnny,D,"$60,000","$71,187.50",2013
NYRB,Barklage,Brandon,M,"$65,000","$71,428.54",2013
RSL,Palmer,Lovel,M,"$67,000","$71,500.00",2013
TOR,Morgan,Ashtone,D,"$60,000","$72,000.00",2013
CHV,Antunez,Daniel,M,"$65,000","$72,500.00",2013
NE,Barnes,Darrius,D,"$71,467","$72,717.00",2013
TOR,Bekker,Kyle,M,"$46,500","$72,750.00",2013
POR,Richards,Brent,F,"$65,625","$73,992.29",2013
CLB,Finley,Ryan,F,"$46,500","$74,000.00",2013
PHI,Albright,Chris,D,"$75,000","$75,000.00",2013
SEA,Burch,Marc,D,"$75,000","$75,000.00",2013
HOU,Ching,Brian,F,"$50,000","$75,000.00",2013
DAL,Nunez,Ramon,M,"$65,000","$75,000.00",2013
PHI,Pfeffer,Zach,M,"$65,000","$75,000.00",2013
MTL,Rivas,Nelson,D,"$75,000","$75,000.00",2013
COL,Rivero,Martin,M,"$75,000","$75,000.00",2013
DC,Ruiz,Carlos,F,"$75,000","$75,000.00",2013
RSL,Stertzer,John,M,"$46,500","$75,250.00",2013
POR,Zemanski,Ben,M,"$73,500","$76,000.00",2013
KC,Kronberg,Eric,GK,"$76,835","$76,835.00",2013
KC,Dwyer,Dom,F,"$65,000","$77,500.00",2013
NYRB,Robles,Luis,GK,"$75,000","$77,500.00",2013
NE,Polak,Tyler,D,"$65,000","$78,000.00",2013
VAN,Davidson,Jun Marques,M,"$74,250","$78,019.66",2013
CHI,Berry,Austin,D,"$63,425","$78,425.00",2013
CHI,Gulley,Kellen,F,"$65,000","$79,000.00",2013
COL,Powers,Dillon,M,"$46,500","$79,000.00",2013
VAN,Watson,Matt,M,"$68,250","$79,251.98",2013
NYRB,Luyindula,Peguy,F,"$80,000","$79,999.92",2013
VAN,Alderson,Bryce,M,"$65,000","$80,000.00",2013
LA,Clark,Colin,M,"$80,000","$80,000.00",2013
PHI,Dos Santos,Gilberto,M,"$60,000","$80,000.00",2013
POR,Jean-Baptiste,Andrew,D,"$65,000","$80,000.00",2013
CHV,Purdy,Steven,D,"$80,004","$80,004.00",2013
NE,Nguyen,Lee,M/F,"$73,600","$80,100.00",2013
MTL,Smith,Blake,M,"$46,500","$80,250.00",2013
CLB,Horton,Aaron,F,"$65,000","$80,500.00",2013
CLB,Wahl,Tyson,D,"$76,000","$80,666.67",2013
CLB,Meram,Justin,F,"$56,320","$80,695.00",2013
CHV,Alvarez,Carlos,M,"$46,500","$81,500.00",2013
VAN,Hurtado,Erik,F/M,"$46,500","$81,500.00",2013
DAL,Pereira,Michel,M/D,"$60,000","$81,500.00",2013
LA,Penedo,Jaime,GK,"$78,000","$81,562.50",2013
RSL,Stephenson,Khari,M,"$77,500","$81,958.33",2013
PHI,Fabinho,Fabinho,D,"$78,000","$82,500.00",2013
PHI,Daniel,Keon,M,"$80,004","$82,891.50",2013
POR,Danso,Mamadou,D,"$83,000","$83,000.00",2013
NE,Tierney,Chris,D-M,"$82,266","$83,932.29",2013
MTL,Brovsky,Jeb,M,"$80,000","$84,000.00",2013
VAN,Manneh,Kekuta,F,"$55,000","$84,500.00",2013
NE,Shuttleworth,Robert,GK,"$80,004","$84,504.00",2013
DAL,Neres Da Cruz,Erick,M,"$84,000","$85,875.00",2013
POR,Zizzo,Sal,F,"$76,781","$85,987.77",2013
MTL,Paponi,Daniele,F,"$72,000","$87,000.00",2013
HOU,Deric,Tyler,GK,"$80,000","$87,666.67",2013
SJ,Gargan,Daniel,M,"$88,000","$88,000.00",2013
CHV,Burling,Bobby,D,"$85,000","$88,333.33",2013
DC,Shanosky,Conor,D,"$75,000","$89,218.83",2013
POR,Alhassan,Kalif,M,"$80,000","$89,250.00",2013
DC,Hamid,Bill,GK,"$75,000","$89,750.00",2013
TOR,Caldwell,Steven,D,"$80,000","$89,999.98",2013
DAL,Benitez,Jair,D,"$90,000","$90,000.00",2013
TOR,Hall,Jeremy,D,"$80,000","$90,000.00",2013
SJ,Martinez,Walter,M-F,"$90,000","$90,000.00",2013
LA,Rogers,Robbie,F,"$90,000","$90,000.00",2013
DAL,Seitz,Chris,GK,"$90,000","$90,000.00",2013
NE,Simms,Clyde,M,"$87,500","$90,833.33",2013
DC,White,Ethan,D,"$75,000","$91,000.00",2013
CHI,Paladini,Daniel,M,"$86,625","$91,103.25",2013
SJ,Alas,Jaime,M,"$90,000","$91,250.00",2013
DC,Townsend,Casey,F,"$56,650","$91,650.00",2013
KC,Sapong,CJ,F,"$75,000","$92,000.00",2013
NYRB,Wright-Phillips,Bradley,F,"$50,000","$92,500.04",2013
PHI,Lahoud,Michael,M,"$90,000","$93,333.33",2013
CLB,Gruenebaum,Andy,GK,"$92,220","$93,886.67",2013
HOU,Carr,Calen,F,"$90,338","$94,588.00",2013
DC,Nyassi,Sainey,M,"$88,200","$94,950.00",2013
HOU,Driver,Andrew,M,"$95,000","$95,000.00",2013
LA,Ribeiro Da Silva,Leonardo,D,"$95,000","$95,000.00",2013
RSL,Saunders,Josh,GK,"$90,000","$95,250.00",2013
SEA,Zavaleta,Eriq,F,"$65,000","$95,600.00",2013
KC,Opara,Ike,D,"$90,000","$96,250.00",2013
DC,Neal,Lewis,M,"$90,000","$96,440.63",2013
KC,Sinovic,Seth,M-D,"$90,000","$96,750.00",2013
LA,Hoffman,Chandler,F,"$71,500","$97,500.00",2013
RSL,Martinez,Enzo,M,"$71,500","$97,500.00",2013
COL,Sturgis,Nathan,D-M,"$93,713","$97,962.50",2013
SJ,Garza,Sam,M,"$71,500","$98,000.00",2013
COL,Cascio,Tony,M,"$64,900","$98,650.00",2013
NE,Imbongo,Dimitry,F,"$90,000","$99,875.00",2013
NYRB,Kimura,Kosuke,D,"$100,000","$100,000.00",2013
DC,Woolard,Daniel,D,"$100,000","$100,000.00",2013
SJ,Bernardez,Victor,D,"$100,008","$100,008.00",2013
SJ,Salinas,Shea,M,"$93,975","$100,219.15",2013
LA,McBean,Jack,F,"$80,000","$101,000.00",2013
NE,Goncalves,Jose,D,"$75,000","$104,375.00",2013
KC,Peterson,Jacob,F,"$100,000","$104,833.33",2013
DC,DeLeon,Nick,M,"$70,400","$105,400.00",2013
DC,Silva,Luis,M,"$70,400","$105,400.00",2013
SEA,Joseph,Shalrie,M,"$60,000","$105,500.00",2013
HOU,Ashe,Corey,M,"$101,250","$105,750.00",2013
LA,Stephens,Michael,M,"$84,755","$106,005.00",2013
NYRB,Steele,Jonny,M,"$99,996","$107,746.00",2013
SJ,Stewart,Jordan,M-D,"$108,000","$108,000.00",2013
HOU,Weaver,Cam,F,"$100,000","$108,406.67",2013
TOR,Russell,Darel,M,"$100,000","$109,874.96",2013
DC,Iapichino,Dennis,D,"$110,000","$110,000.00",2013
DC,Saragosa,Marcelo,M,"$110,000","$110,000.00",2013
PHI,Williams,Sheanon,F,"$105,000","$110,500.00",2013
NE,Barrett,Chad,F,"$105,000","$110,709.17",2013
HOU,Johnson,Jason,F,"$70,000","$111,000.00",2013
VAN,Harvey,Jordan,D,"$112,500","$112,500.00",2013
COL,Brown,Deshorn,F,"$65,000","$113,000.00",2013
CHI,Thompson,Wells,M,"$105,000","$113,125.00",2013
TOR,Braun,Justin,F,"$112,200","$114,700.00",2013
CHV,Rivera,Jose Manuel,F,"$116,000","$116,000.00",2013
DAL,Watson,JeVaughn,M,"$100,000","$116,875.00",2013
RSL,Schuler,Chris,D,"$100,000","$117,000.00",2013
NE,McCarthy,Stephen,M,"$87,120","$118,370.00",2013
KC,Rosell,Oriol,M,"$110,000","$118,750.00",2013
CHI,,Alex,M,"$110,000","$119,950.00",2013
CHI,Anangono,Juan Luis,F,"$120,000","$120,000.00",2013
CHV,Avila,Eric,M,"$100,000","$120,000.00",2013
CHV,de Luna,Mario,D,"$120,000","$120,000.00",2013
,Dunfield,Terry,M,"$120,000","$120,000.00",2013
RSL,Garcia,Olmes,F,"$120,000","$120,000.00",2013
VAN,Rusin,Brad,D,"$120,000","$120,000.00",2013
SEA,Traore,Djimi,D,"$120,000","$120,000.00",2013
HOU,Brunner,Eric,D,"$120,000","$120,625.00",2013
KC,Myers,Chance,D-M,"$105,000","$120,666.67",2013
CLB,Oduro,Dominic,F,"$120,015","$122,015.00",2013
SJ,Bingham,David,GK,"$78,100","$122,475.00",2013
NYRB,Miller,Roy,M,"$123,745","$123,745.00",2013
NE,Dorman,Andy,M,"$125,000","$125,000.00",2013
CHI,Puppo,Federico,F,"$125,000","$125,000.00",2013
PHI,Torres,Roger,M,"$121,968","$125,093.00",2013
PHI,Cruz,Danny,M,"$120,000","$126,500.00",2013
MTL,Camara,Hassoun,D/M,"$115,000","$126,625.00",2013
CLB,Trapp,Wil,M,"$100,000","$127,000.00",2013
NE,Fagundez,Diego,F,"$99,996","$127,196.00",2013
CHV,Torres,Erick,F,"$129,996","$129,996.00",2013
NYRB,Sam,Lloyd,F,"$130,000","$130,000.00",2013
DAL,Luccin,Peter,M,"$90,000","$131,000.00",2013
CHI,Anibaba,Jalil,D,"$91,245","$131,245.00",2013
TOR,Elmer,Jonas,D,"$125,000","$131,488.20",2013
CLB,Viana,Agustin,D-M,"$105,000","$131,666.67",2013
CHV,Jazic,Ante,D,"$132,188","$132,187.50",2013
SEA,Gonzalez,Leonardo,D,"$135,000","$135,000.00",2013
DAL,Jacobson,Andrew,M,"$122,500","$135,000.00",2013
PHI,Farfan,Michael,M,"$98,670","$136,170.00",2013
VAN,Salgado,Omar,F,"$95,000","$136,868.67",2013
DAL,Loyd,Zach,M,"$92,373","$136,997.50",2013
MTL,Mapp,Justin,M,"$125,000","$137,500.00",2013
MTL,Warner,Collen,M-F,"$110,000","$137,500.00",2013
COL,LaBrocca,Nick,M,"$120,000","$138,333.33",2013
NE,Bengtson,Jerry,F,"$132,000","$138,840.00",2013
SJ,Morrow,Justin,D,"$130,000","$139,562.50",2013
CHV,Mejia,Edgar,M,"$140,000","$140,000.00",2013
LA,DeLaGarza,AJ,D,"$120,000","$142,500.00",2013
NE,Soares,AJ,D,"$103,345","$143,345.00",2013
CHV,Minda,Oswaldo,M,"$125,000","$143,750.00",2013
POR,Johnson,Ryan,M,"$144,704","$144,704.00",2013
HOU,Sarkodie,Kofi,D,"$100,000","$145,500.00",2013
DC,Riley,James,D,"$140,000","$145,750.00",2013
KC,Lopez,Mikey,M,"$75,000","$147,000.00",2013
MTL,Nyassi,Sanna,M,"$140,000","$147,625.00",2013
MTL,Pisanu,Andrea,F,"$100,000","$148,000.00",2013
LA,Cudicini,Carlo,GK,"$150,000","$150,000.00",2013
NYRB,Espindola,Fabian,F,"$150,000","$150,000.00",2013
SEA,Ianni,Patrick,D,"$150,000","$150,000.00",2013
POR,Piquionne,Frederic,F,"$142,000","$150,000.00",2013
DC,Thorrington,John,M,"$150,000","$150,000.00",2013
POR,Wallace,Rodney,M-D,"$125,000","$150,000.00",2013
MTL,Valentin,Zarek,D,"$100,000","$152,000.00",2013
SJ,Ballouchy,Mehdi,M,"$152,006","$152,006.00",2013
CHI,Johnson,Sean,GK,"$120,000","$153,000.00",2013
PHI,MacMath,Zac,GK,"$110,000","$155,000.00",2013
CLB,Tchani,Tony,M,"$130,000","$155,000.00",2013
DAL,Zimmerman,Walker,D,"$75,000","$155,100.00",2013
TOR,Earnshaw,Robert,F,"$138,000","$155,150.00",2013
SEA,Johnson,Eddie,F,"$150,000","$156,333.33",2013
CHV,Bowen,Tristan,F,"$125,000","$156,363.63",2013
LA,Dunivant,Todd,D,"$150,000","$156,750.00",2013
NYRB,Sekagya,Ibrahim,D,"$130,000","$158,999.96",2013
NE,Farrell,Andrew,D,"$80,000","$161,000.00",2013
HOU,Boniek Garcia,Oscar,F,"$130,000","$161,250.00",2013
SEA,Moffat,Adam,M,"$150,000","$161,608.33",2013
RSL,Grabavoy,Ned,M,"$155,000","$161,666.67",2013
MTL,Bernier,Patrice,F-M,"$143,000","$162,333.25",2013
CHI,Dos Santos,Maicon,F,"$157,000","$164,433.33",2013
HOU,Bruin,Will,F,"$120,000","$165,000.00",2013
DAL,Goncalves,Jackson,D,"$144,000","$165,375.00",2013
VAN,Ousted,David,GK,"$150,000","$166,156.25",2013
RSL,Beltran,Anthony,D,"$166,800","$166,800.00",2013
POR,Harrington,Michael,M-D,"$140,000","$166,833.33",2013
NYRB,Carney,David,M,"$144,000","$167,000.00",2013
RSL,Wingert,Chris,D,"$160,598","$167,598.00",2013
NE,Reis,Matt,GK,"$165,000","$167,666.67",2013
CHI,Segares,Gonzalo,D,"$155,000","$168,333.33",2013
HOU,Taylor,Jermaine,D,"$160,000","$169,500.00",2013
COL,Mullan,Brian,M,"$162,000","$170,335.00",2013
NE,Rowe,Kelyn,M,"$90,000","$171,000.00",2013
COL,Mwanga,Danny,F,"$130,000","$171,250.00",2013
LA,Zardes,Gyasi,F,"$100,000","$173,000.00",2013
COL,Harris,Atiba,M-F,"$165,000","$173,275.00",2013
